sample_id,cs_flow_rate,pb_flow_rate,temperature,residence_time,plqy,emission_peak,fwhm,quality_class,pl_peak_wavelength,pl_peak_intensity,pl_integrated_intensity,pl_fwhm_calculated,abs_edge_wavelength,abs_peak_intensity,abs_integrated,stokes_shift,pl_symmetry,baseline_level
927,0.6,1.6,160.9,186.7,0.4922,518.7,40.06,fair,516.4705882352941,1.0,71.83289205617183,44.70588235294122,400.0,1.0,126.99853575897257,116.47058823529414,0.8477264770275212,0.08465319954581495
928,0.76,0.7,117.3,170.0,0.9108,513.65,22.25,excellent,512.9411764705883,1.0,32.455009898907385,21.17647058823536,400.0,1.0,105.45149192237714,112.94117647058829,0.8801174361860062,0.03311711156101092
929,1.33,1.48,140.7,119.9,0.92,514.2,24.53,excellent,515.2941176470588,1.0,37.136795546657744,23.529411764705856,400.0,1.0,122.39566468907954,115.29411764705878,0.9715259460717568,0.0417356031139985
930,0.97,1.04,148.1,203.0,0.7609,515.0,28.84,excellent,512.9411764705883,1.0,43.78478781617444,28.235294117647015,400.0,1.0,121.45607566670239,112.94117647058829,0.8171962791560861,0.04722789411758736
931,1.91,1.47,106.9,135.5,0.6844,513.71,31.71,good,510.5882352941177,1.0,50.30327963793848,32.94117647058829,400.0,1.0,123.36353176676856,110.58823529411768,0.7520187425943052,0.05866945302520171
932,1.18,1.06,115.5,92.8,0.7384,515.77,28.21,good,512.9411764705883,1.0,45.76883659765436,29.411764705882376,400.0,1.0,123.42881553296182,112.94117647058829,0.7750129199930016,0.06459286471676423
933,0.65,0.85,132.1,193.2,0.8058,514.82,33.71,excellent,514.1176470588235,1.0,48.7672739724004,32.94117647058823,400.0,1.0,122.54093577745759,114.11764705882354,0.889350350585286,0.04821584173631453
934,0.6,0.83,117.3,170.0,0.6063,515.71,37.05,good,517.6470588235294,1.0,64.6777193956139,40.0,400.0,1.0,126.81139533199001,117.64705882352939,0.9362825036837079,0.09311396245863747
935,0.6,1.09,175.5,203.3,0.4848,519.18,40.82,fair,518.8235294117648,1.0,77.10249575023957,48.235294117647015,400.0,1.0,124.59884979794514,118.82352941176475,0.8827390971506069,0.10522087880607103
936,0.6,1.09,117.3,153.3,0.5018,518.16,45.64,fair,521.1764705882354,1.0,75.9650815640007,48.23529411764707,400.0,1.0,124.07086556665963,121.17647058823536,0.9535709566378682,0.11011376143555658
937,1.14,0.77,191.4,140.8,0.728,514.28,31.74,good,511.7647058823529,1.0,49.884240867245175,31.764705882352985,400.0,1.0,120.23065919454231,111.76470588235293,0.8017150044902598,0.06714951029358653
938,0.6,0.96,175.5,120.0,0.594,521.93,34.98,fair,522.3529411764706,1.0,59.55177112030295,37.647058823529505,400.0,1.0,127.62147627664355,122.35294117647061,0.9087671242695531,0.0837922301101739
939,0.76,0.83,160.9,220.0,0.8476,517.76,21.81,excellent,518.8235294117648,1.0,34.201749808414,21.176470588235304,400.0,1.0,124.06615189579313,118.82352941176475,0.9688925192596072,0.036450047306144526
940,1.58,1.48,180.0,211.0,0.5679,518.79,34.34,fair,518.8235294117648,1.0,56.25356866283918,32.94117647058829,400.0,1.0,128.69806638232325,118.82352941176475,0.8751434407317277,0.07388586173177505
941,1.3,1.67,190.8,192.1,0.6232,515.42,32.88,good,512.9411764705883,1.0,55.16845633399379,34.11764705882359,400.0,1.0,128.18657495585796,112.94117647058829,0.8082200115179317,0.07294586252703447
942,0.6,1.47,175.5,170.0,0.4723,520.82,42.22,fair,527.0588235294117,1.0,76.63920083962503,50.588235294117624,400.0,1.0,114.02414002156601,127.05882352941171,0.9307847234323408,0.09031767298174706
943,0.76,0.83,131.8,136.7,0.8997,515.82,24.05,excellent,516.4705882352941,1.0,37.51879539396646,24.705882352941217,400.0,1.0,124.13884597704448,116.47058823529414,0.9493018233784936,0.04117071190712161
944,0.76,0.7,139.1,153.3,0.7902,511.98,28.62,excellent,510.5882352941177,1.0,46.40583012844683,28.235294117647072,400.0,1.0,122.16304384103985,110.58823529411768,0.8219679261325221,0.05642329652898083
945,2.0,1.75,133.9,75.7,0.8224,514.31,25.83,excellent,515.2941176470588,1.0,40.5676538918064,24.705882352941103,400.0,1.0,120.05695362158005,115.29411764705878,0.9659316369700862,0.03632725186542788
946,1.89,0.63,131.3,101.7,0.4474,512.65,55.57,fair,508.2352941176471,1.0,83.55525706414517,64.7058823529411,400.0,1.0,119.71176173030406,108.23529411764707,0.8157950320659285,0.08506275197574728
947,1.74,0.89,188.0,147.0,0.5801,515.81,42.1,fair,515.2941176470588,1.0,66.78055008138281,44.70588235294122,400.0,1.0,121.08279058798075,115.29411764705878,0.8806944472817425,0.09393923785093071
948,0.6,1.6,160.9,70.0,0.5731,516.85,42.72,fair,516.4705882352941,1.0,67.09781587327855,41.17647058823525,400.0,1.0,125.81067906512533,116.47058823529414,0.8768461805773587,0.0829821311883425
949,1.85,1.45,111.5,121.0,0.5841,515.72,35.07,fair,518.8235294117648,1.0,60.60128480564643,38.82352941176475,400.0,1.0,121.75402292638888,118.82352941176475,0.9851512741604252,0.08088205718099699
950,0.76,0.83,139.1,153.3,0.763,514.62,30.1,excellent,514.1176470588235,1.0,47.669305190521975,29.41176470588232,400.0,1.0,121.59299023166862,114.11764705882354,0.8618543549171942,0.05665951505857454
951,0.6,0.96,168.2,203.3,0.4275,518.44,42.49,fair,520.0,1.0,68.47210872514006,49.411764705882376,400.0,1.0,123.79659716974011,120.0,0.92943227343312,0.08824441106500025
952,1.63,1.18,197.6,194.4,0.6894,517.91,29.73,good,520.0,1.0,53.935039747080616,31.764705882352928,400.0,1.0,123.15097940138487,120.0,0.9570815948118827,0.07399908912470474
953,0.6,0.96,160.9,203.3,0.5692,518.7,36.81,fair,520.0,1.0,63.12797651160339,38.823529411764696,400.0,1.0,125.19222910427482,120.0,0.914473007005021,0.07796480514395107
954,1.89,0.71,159.0,92.5,0.6212,513.99,45.7,good,516.4705882352941,1.0,68.85967811234678,47.05882352941171,400.0,1.0,122.18129254303719,116.47058823529414,0.9655738726604892,0.07214749173400707
955,0.97,1.19,152.2,179.8,0.92,514.12,20.54,excellent,515.2941176470588,1.0,29.93587664623385,18.823529411764696,400.0,1.0,120.73373882629497,115.29411764705878,0.9994038590848123,0.031677302952148725
956,1.48,1.63,115.3,181.3,0.92,513.45,25.65,excellent,515.2941176470588,1.0,37.64167580845507,24.70588235294116,400.0,1.0,120.78553723746568,115.29411764705878,0.980787108428606,0.03825961890549064
957,0.6,0.83,139.1,186.7,0.6604,516.12,33.72,good,515.2941176470588,1.0,52.55910025614391,35.29411764705884,400.0,1.0,121.99323068048263,115.29411764705878,0.8610283091105065,0.06905486970148736
958,0.6,0.7,117.3,103.3,0.5622,519.31,35.11,fair,521.1764705882354,1.0,62.09537401267682,40.0,400.0,1.0,128.24933920864817,121.17647058823536,0.9525660066333517,0.09015827363098104
959,1.99,1.33,107.6,143.7,0.5823,515.7,37.59,fair,516.4705882352941,1.0,61.652289477196156,38.82352941176464,400.0,1.0,123.82013384650783,116.47058823529414,0.8918445034485639,0.06080297057942384
960,0.6,0.83,146.4,86.7,0.7635,515.98,30.91,excellent,512.9411764705883,1.0,46.9676943064498,31.764705882352928,400.0,1.0,120.07106406927781,112.94117647058829,0.7795866419852244,0.044803441759062736
961,0.6,1.34,139.1,220.0,0.408,519.09,46.5,fair,516.4705882352941,1.0,81.69987992404498,52.94117647058823,400.0,1.0,128.7746377820153,116.47058823529414,0.8161720539941785,0.12125396661861687
962,0.76,0.7,182.7,86.7,0.7439,515.85,29.17,good,515.2941176470588,1.0,46.9121290596717,30.58823529411768,400.0,1.0,126.75592600849438,115.29411764705878,0.8711729181725413,0.055167676301185395
963,0.6,0.96,124.5,70.0,0.5808,520.32,37.33,fair,517.6470588235294,1.0,65.17424258760092,42.35294117647061,400.0,1.0,124.08215378892817,117.64705882352939,0.802308832392356,0.07840919732207198
964,1.55,1.21,160.9,150.8,0.92,513.93,24.51,excellent,514.1176470588235,1.0,37.67528989896785,23.529411764705856,400.0,1.0,121.0226876888506,114.11764705882354,0.9203407181799793,0.039702799661505715
965,1.87,1.06,166.9,74.7,0.6572,516.02,31.96,good,516.4705882352941,1.0,55.94518138079148,34.11764705882359,400.0,1.0,123.95484710696898,116.47058823529414,0.8905309168595562,0.0737841208995772
966,0.6,1.6,153.6,86.7,0.4753,518.57,41.14,fair,515.2941176470588,1.0,71.60574969383387,47.058823529411825,400.0,1.0,128.17336838075033,115.29411764705878,0.8045021438113699,0.0834193304979782
967,0.6,1.34,160.9,103.3,0.4776,515.05,41.51,fair,510.5882352941177,1.0,76.48893975380034,49.41176470588232,400.0,1.0,123.57865359746053,110.58823529411768,0.7665384465309579,0.08838497001114587
968,0.6,0.96,117.3,203.3,0.6365,514.74,39.25,good,517.6470588235294,1.0,59.00948473717108,41.17647058823525,400.0,1.0,119.02497559439064,117.64705882352939,0.9969294057348211,0.0718488713289455
969,0.6,1.6,110.0,136.7,0.4528,515.04,43.81,fair,521.1764705882354,1.0,71.9225980145045,47.05882352941177,400.0,1.0,124.60783597540309,121.17647058823536,0.9451225292316474,0.07621700349665961
970,0.6,1.6,124.5,186.7,0.4303,516.33,47.74,fair,514.1176470588235,1.0,77.06009205927081,54.117647058823536,400.0,1.0,124.00200942360804,114.11764705882354,0.8510732104885297,0.08205677115410728
971,1.78,1.38,121.8,126.3,0.6723,512.4,32.37,good,509.4117647058824,1.0,51.645109370677375,32.941176470588175,400.0,1.0,122.18267122400756,109.41176470588238,0.7627601854724311,0.073143121611853
972,0.6,0.83,117.3,203.3,0.7482,515.39,30.93,good,515.2941176470588,1.0,50.731267630089874,31.764705882352928,400.0,1.0,121.02315038714268,115.29411764705878,0.9008421278675287,0.07027330122144129
973,0.6,1.6,146.4,120.0,0.4829,515.31,41.47,fair,514.1176470588235,1.0,70.47795439927967,43.52941176470591,400.0,1.0,124.95998565579046,114.11764705882354,0.8669516549836758,0.08398005653093762
974,1.01,1.16,137.8,94.3,0.6747,513.98,33.13,good,515.2941176470588,1.0,54.34965826052656,35.2941176470589,400.0,1.0,125.18769999265945,115.29411764705878,0.922883131673721,0.06062723094558339
975,0.6,1.21,153.6,220.0,0.4833,520.92,44.82,fair,527.0588235294117,1.0,73.26111026310056,50.58823529411757,400.0,1.0,121.78468984197313,127.05882352941171,0.9133269033903793,0.10664832908832497
976,0.6,0.96,160.9,220.0,0.5694,518.35,39.72,fair,520.0,1.0,60.80064042580305,41.17647058823536,400.0,1.0,126.62235554826857,120.0,0.9617296201705998,0.07163802392601933
977,1.49,1.33,173.4,214.9,0.7131,515.86,27.95,good,516.4705882352941,1.0,45.952516274013206,27.05882352941171,400.0,1.0,125.15295459969987,116.47058823529414,0.9294156394178095,0.05409783936512291
978,2.12,1.66,101.0,103.1,0.4314,516.9,41.21,fair,520.0,1.0,77.70888685639682,48.23529411764713,400.0,1.0,125.10441541995294,120.0,0.9640282787550177,0.11167616340812048
979,0.76,0.83,175.5,186.7,0.7126,517.85,31.14,good,516.4705882352941,1.0,48.015735488348895,29.411764705882433,400.0,1.0,126.38730528327498,116.47058823529414,0.8627565355732418,0.06404509868291142
980,0.6,1.21,160.9,203.3,0.5941,519.98,36.44,fair,522.3529411764706,1.0,57.480597589075074,38.823529411764696,400.0,1.0,127.23747528871088,122.35294117647061,0.9840995538824261,0.07143182852773419
981,0.6,0.83,117.3,220.0,0.7735,513.76,33.23,excellent,515.2941176470588,1.0,50.633266462414824,31.764705882352928,400.0,1.0,119.33765595111757,115.29411764705878,0.9725223238455873,0.05658007462970895
982,0.54,1.79,141.6,77.1,0.5014,518.26,42.42,fair,521.1764705882354,1.0,73.49476784717055,45.882352941176464,400.0,1.0,122.95092900787856,121.17647058823536,0.9694550233585071,0.10947383438109619
983,0.6,1.21,146.4,86.7,0.564,517.52,36.94,fair,515.2941176470588,1.0,60.769221105573806,41.17647058823536,400.0,1.0,123.6687426376801,115.29411764705878,0.8295583574016129,0.09187195407138668
984,0.6,0.83,182.7,136.7,0.631,517.31,37.65,good,515.2941176470588,1.0,59.036478388454654,38.823529411764696,400.0,1.0,121.77237780623466,115.29411764705878,0.8235698196759218,0.06611568876928839
985,0.6,1.47,110.0,120.0,0.5037,517.87,48.35,fair,517.6470588235294,1.0,72.59885185144401,49.41176470588232,400.0,1.0,123.7507442344948,117.64705882352939,0.889683609033647,0.08688782249712831
986,0.6,1.47,153.6,170.0,0.5795,518.57,40.63,fair,522.3529411764706,1.0,61.07809589983023,40.00000000000006,400.0,1.0,125.12313494672928,122.35294117647061,0.9768606745484173,0.08189655403107499
987,0.73,1.68,133.5,183.6,0.689,514.35,38.01,good,512.9411764705883,1.0,53.21709931347012,38.823529411764696,400.0,1.0,121.78025417314376,112.94117647058829,0.8580084716928964,0.0376745518097306
988,0.76,0.7,139.1,186.7,0.92,514.18,21.19,excellent,512.9411764705883,1.0,32.03907624414887,21.17647058823536,400.0,1.0,120.1691195643236,112.94117647058829,0.8503948451776495,0.03707101107630076
989,0.6,1.09,139.1,220.0,0.5026,520.19,39.37,fair,520.0,1.0,62.46593041793761,41.17647058823536,400.0,1.0,124.79352779311951,120.0,0.883495990190179,0.07589641325218047
990,0.6,0.96,168.2,153.3,0.3788,517.95,42.22,poor,524.7058823529412,1.0,84.98234578138738,56.470588235294144,400.0,1.0,116.74711937276274,124.70588235294122,0.9705997974843942,0.11872398985493544
991,2.04,0.98,169.9,88.5,0.5517,515.34,38.46,fair,520.0,1.0,58.59705930286994,41.176470588235304,400.0,1.0,118.93287676798009,120.0,0.9925695080166717,0.06839312776044668
992,0.6,0.96,146.4,220.0,0.4444,516.39,39.5,fair,515.2941176470588,1.0,72.02423626974264,44.70588235294116,400.0,1.0,124.99829829401153,115.29411764705878,0.8334326258103442,0.09995387599166806
993,1.08,1.07,182.6,225.0,0.6312,517.67,32.55,good,517.6470588235294,1.0,50.39458608280884,34.117647058823536,400.0,1.0,122.83833949059999,117.64705882352939,0.8839176302319228,0.05172131633874273
994,1.55,0.95,115.7,141.6,0.661,515.64,38.64,good,514.1176470588235,1.0,61.266780253702365,40.0,400.0,1.0,124.55956720896154,114.11764705882354,0.8404000576321351,0.07331462435078806
995,0.6,0.7,124.5,153.3,0.7744,516.33,33.67,excellent,516.4705882352941,1.0,48.318146237606676,31.764705882352928,400.0,1.0,114.55089006530984,116.47058823529414,0.9304055517363022,0.04508750101609036
996,0.73,1.69,169.2,99.8,0.5021,521.96,41.11,fair,518.8235294117648,1.0,72.89009126876566,42.35294117647055,400.0,1.0,126.71547876999199,118.82352941176475,0.7945355246919457,0.12856791631223138
997,0.6,1.34,190.0,136.7,0.4745,516.33,40.63,fair,517.6470588235294,1.0,74.19240406786358,47.05882352941177,400.0,1.0,126.59991661885067,117.64705882352939,0.8984541145630311,0.09386693134879011
998,0.76,0.7,139.1,220.0,0.7886,512.98,26.06,excellent,512.9411764705883,1.0,42.65588241098013,25.882352941176464,400.0,1.0,120.03720529823228,112.94117647058829,0.9021004446544076,0.06357671749643182
999,0.6,0.83,160.9,120.0,0.7178,516.34,32.11,good,516.4705882352941,1.0,49.144779912070845,31.764705882352928,400.0,1.0,119.75074374636,116.47058823529414,0.9127215603124351,0.048474844107576145
1000,0.6,1.09,168.2,70.0,0.4987,515.96,39.43,fair,517.6470588235294,1.0,69.13624086380213,48.23529411764707,400.0,1.0,125.50911194229877,117.64705882352939,0.9508610518684097,0.08277726164559883
1001,0.6,1.21,175.5,120.0,0.5987,517.67,34.59,fair,521.1764705882354,1.0,65.3537456256504,37.64705882352945,400.0,1.0,124.25864787586747,121.17647058823536,0.9613819397898331,0.09631226066901294
1002,0.6,1.6,182.7,170.0,0.5439,520.26,41.34,fair,522.3529411764706,1.0,67.66456668403947,43.52941176470591,400.0,1.0,123.76061639471519,122.35294117647061,0.9427589994280006,0.08150739186509093
1003,0.76,0.7,131.8,186.7,0.92,513.52,27.81,excellent,512.9411764705883,1.0,37.88187653828582,27.05882352941171,400.0,1.0,119.15097314480016,112.94117647058829,0.901052830942581,0.03296700620848691
1004,0.6,1.21,124.5,120.0,0.5016,516.94,45.22,fair,518.8235294117648,1.0,70.3271979682395,49.41176470588243,400.0,1.0,110.86114086017997,118.82352941176475,0.9278082544374274,0.07834359024417518
1005,0.6,1.34,110.0,153.3,0.5184,517.19,44.05,fair,521.1764705882354,1.0,80.99823263378377,52.941176470588175,400.0,1.0,126.73554037563683,121.17647058823536,0.9490100008493529,0.12145198826519985
1006,2.09,1.38,131.0,229.0,0.7481,511.79,29.16,good,511.7647058823529,1.0,41.397011057605795,28.235294117647072,400.0,1.0,120.59663718665257,111.76470588235293,0.9157786485430778,0.0513123781016966
1007,0.76,0.83,168.2,120.0,0.92,514.96,27.46,excellent,515.2941176470588,1.0,38.34130430737051,27.058823529411768,400.0,1.0,123.61777184442887,115.29411764705878,0.9557535369456004,0.041389481225482146
1008,1.79,1.33,136.0,93.3,0.92,512.53,25.2,excellent,510.5882352941177,1.0,35.40210997236461,24.705882352941217,400.0,1.0,118.52796093189691,110.58823529411768,0.8152909598690548,0.03171919086916694
1009,0.6,1.6,110.0,170.0,0.5508,519.81,44.78,fair,521.1764705882354,1.0,71.09109677786267,49.41176470588232,400.0,1.0,122.0769768910681,121.17647058823536,0.9196899518561281,0.08969041855370691
1010,0.6,0.7,110.0,120.0,0.8118,516.92,34.63,excellent,517.6470588235294,1.0,51.955151984334414,34.117647058823536,400.0,1.0,123.2697468771654,117.64705882352939,0.946965618562138,0.07239470096296029
1011,0.84,1.42,150.2,94.4,0.5095,516.04,38.78,fair,521.1764705882354,1.0,69.44944058398659,40.0,400.0,1.0,120.77501282576002,121.17647058823536,0.9985267812983766,0.10781381237080587
1012,0.57,1.22,115.8,195.0,0.613,517.12,40.27,good,516.4705882352941,1.0,59.881373155000844,43.52941176470591,400.0,1.0,120.32743117084854,116.47058823529414,0.8861862940264965,0.06394960495896171
1013,0.6,1.09,182.7,186.7,0.402,519.18,45.73,fair,514.1176470588235,1.0,81.1347992225497,52.94117647058829,400.0,1.0,129.00261066054514,114.11764705882354,0.7690338171393989,0.08204175435550609
1014,0.6,0.96,168.2,86.7,0.5507,519.42,39.59,fair,520.0,1.0,66.11150294605963,43.52941176470591,400.0,1.0,125.76544632325125,120.0,0.9025303254702715,0.09678672512974595
1015,0.6,0.7,110.0,153.3,0.7249,515.76,37.56,good,514.1176470588235,1.0,56.373153943827724,37.64705882352939,400.0,1.0,123.07999024780726,114.11764705882354,0.8420941670000313,0.05462467930153504
1016,0.6,0.83,182.7,103.3,0.7111,517.9,35.53,good,518.8235294117648,1.0,55.70593330876855,36.470588235294144,400.0,1.0,124.19492446991985,118.82352941176475,0.9477581757447965,0.0758082489907206
1017,1.98,1.34,101.9,69.9,0.5013,514.98,43.0,fair,515.2941176470588,1.0,72.764985661111,47.05882352941177,400.0,1.0,124.96971677763936,115.29411764705878,0.8646773264587144,0.07715684005870121
1018,0.6,1.21,153.6,186.7,0.6183,519.09,35.25,good,517.6470588235294,1.0,62.81263943128822,40.0,400.0,1.0,123.37789505588864,117.64705882352939,0.8187900987658217,0.0817926028145943
1019,0.6,0.83,182.7,203.3,0.5398,514.23,39.67,fair,514.1176470588235,1.0,63.74266028256182,42.35294117647055,400.0,1.0,119.26319066836311,114.11764705882354,0.8575423343202472,0.08748718879312081
1020,0.6,0.7,131.8,220.0,0.8506,515.23,28.38,excellent,515.2941176470588,1.0,41.31328917907391,28.235294117647015,400.0,1.0,123.01289249925978,115.29411764705878,0.9098559808262126,0.04610634069450803
1021,0.6,1.21,153.6,103.3,0.4959,518.08,39.31,fair,523.5294117647059,1.0,73.74200736701223,45.882352941176464,400.0,1.0,125.9553901462278,123.52941176470586,0.9653414447161,0.09748070306310999
1022,0.6,0.96,110.0,103.3,0.5071,517.54,43.24,fair,517.6470588235294,1.0,71.13479290683685,45.882352941176464,400.0,1.0,123.12910127383549,117.64705882352939,0.8864602216053005,0.09846851916745117
1023,0.6,1.6,146.4,203.3,0.3931,516.81,43.43,poor,518.8235294117648,1.0,77.47302836585601,51.76470588235293,400.0,1.0,118.60153949392182,118.82352941176475,0.9427540469217661,0.12004496322457218
1024,0.76,0.83,146.4,120.0,0.92,515.09,24.06,excellent,516.4705882352941,1.0,34.82351200006237,23.529411764705856,400.0,1.0,119.99473129746438,116.47058823529414,0.9964981433744604,0.026512578916398098
1025,1.23,1.34,185.7,158.0,0.8262,517.08,29.55,excellent,517.6470588235294,1.0,42.75519842728494,29.41176470588232,400.0,1.0,126.81467174473778,117.64705882352939,0.9523983622707142,0.048274497806689576
1026,0.68,1.71,140.5,177.7,0.4983,514.85,42.69,fair,514.1176470588235,1.0,77.4964816005397,50.588235294117624,400.0,1.0,121.4218235350981,114.11764705882354,0.8747775562902826,0.1121613690123889
1027,0.6,1.6,110.0,103.3,0.4367,518.36,49.56,fair,516.4705882352941,1.0,79.55387267615691,59.99999999999994,400.0,1.0,125.8028019242452,116.47058823529414,0.8791833459676273,0.09969119106611511
1028,0.73,0.73,125.9,217.5,0.7081,516.92,28.82,good,521.1764705882354,1.0,51.85671570899168,29.411764705882376,400.0,1.0,125.3920085292463,121.17647058823536,0.9425755754068289,0.08310824358301658
1029,1.22,1.78,178.5,107.3,0.5899,518.61,36.43,fair,518.8235294117648,1.0,56.70913294202817,37.64705882352939,400.0,1.0,121.50387379835459,118.82352941176475,0.8863024310592179,0.047580889516277015
1030,1.57,1.77,158.5,218.0,0.6488,516.17,29.45,good,516.4705882352941,1.0,52.924486596466544,30.588235294117624,400.0,1.0,123.7029135503124,116.47058823529414,0.880863418132622,0.07171021698719968
1031,0.6,1.34,153.6,86.7,0.555,517.49,36.49,fair,514.1176470588235,1.0,58.83648795850584,36.470588235294144,400.0,1.0,125.05353456903653,114.11764705882354,0.7654254318800946,0.0693466241337177
1032,0.91,1.5,130.1,64.9,0.478,518.13,41.19,fair,514.1176470588235,1.0,71.58711466417064,43.52941176470597,400.0,1.0,124.47389540414312,114.11764705882354,0.7934938681697572,0.0828090067441662
1033,0.6,0.96,160.9,136.7,0.5593,517.56,36.63,fair,516.4705882352941,1.0,62.2774734600802,43.529411764705856,400.0,1.0,125.11639426496873,116.47058823529414,0.8341945959567307,0.061495139682152755
1034,0.6,1.34,175.5,86.7,0.5875,519.37,42.03,fair,522.3529411764706,1.0,69.92006321789793,47.05882352941171,400.0,1.0,126.12272329583703,122.35294117647061,0.9646221203504733,0.08708019340331981
1035,0.75,1.7,123.9,93.6,0.4626,519.21,46.2,fair,522.3529411764706,1.0,80.07369043275789,56.47058823529409,400.0,1.0,123.13050720018424,122.35294117647061,0.982702036356254,0.10181109666406267
1036,0.6,1.09,153.6,136.7,0.6,519.56,35.92,good,518.8235294117648,1.0,58.962139788804876,36.470588235294144,400.0,1.0,132.1302731879984,118.82352941176475,0.8628435275481838,0.08822289917927517
1037,0.6,1.21,190.0,136.7,0.52,519.0,42.38,fair,520.0,1.0,64.33176752382282,43.52941176470597,400.0,1.0,121.64952607730058,120.0,0.9166229904144162,0.08411921840921116
1038,1.69,0.95,114.0,145.5,0.5054,515.46,39.65,fair,517.6470588235294,1.0,66.51748757893634,43.52941176470591,400.0,1.0,123.2300336650308,117.64705882352939,0.9336221558539266,0.07536428214715084
1039,0.6,1.34,124.5,103.3,0.5287,516.19,44.62,fair,518.8235294117648,1.0,74.76159108945713,48.23529411764713,400.0,1.0,122.87233473661466,118.82352941176475,0.9275919520135351,0.093534879451531
1040,0.76,0.83,175.5,70.0,0.6412,518.73,34.91,good,520.0,1.0,58.85608020326973,38.82352941176475,400.0,1.0,128.3734498103088,120.0,0.9397628968635159,0.07299899419565209
1041,0.76,0.7,168.2,120.0,0.8747,515.68,24.35,excellent,514.1176470588235,1.0,35.06134214741642,24.705882352941217,400.0,1.0,121.85200050074519,114.11764705882354,0.8321323149845036,0.034852013938584614
1042,0.6,0.83,182.7,186.7,0.638,518.42,33.66,good,515.2941176470588,1.0,54.085917953256285,34.11764705882348,400.0,1.0,122.87506517912391,115.29411764705878,0.756782530010769,0.059139054172308025
1043,0.76,0.83,131.8,186.7,0.8384,515.52,31.65,excellent,514.1176470588235,1.0,45.340144156955255,31.764705882352928,400.0,1.0,122.3260777720445,114.11764705882354,0.8609230402916808,0.049253026194765626
1044,1.7,0.65,187.9,133.3,0.5744,514.29,47.34,fair,523.5294117647059,1.0,66.93549450741426,44.70588235294116,400.0,1.0,122.32780580940295,123.52941176470586,0.8762017573904021,0.0629038427904925
1045,2.11,1.14,154.2,138.4,0.6333,517.05,36.79,good,514.1176470588235,1.0,54.91712425315796,36.47058823529409,400.0,1.0,124.49600006471033,114.11764705882354,0.7816377827798746,0.04790599170983405
1046,0.6,0.7,153.6,170.0,0.6912,513.82,33.79,good,512.9411764705883,1.0,53.07283347031615,35.29411764705878,400.0,1.0,119.40281720646628,112.94117647058829,0.8417796072305374,0.0654349155195099
1047,0.6,0.7,124.5,136.7,0.6363,516.82,37.88,good,516.4705882352941,1.0,55.1753724784207,36.470588235294144,400.0,1.0,124.93310166032184,116.47058823529414,0.8770799711140694,0.07521382997552636
1048,0.6,0.83,124.5,136.7,0.7339,515.91,29.45,good,516.4705882352941,1.0,46.84465766609932,29.411764705882376,400.0,1.0,123.55759496778614,116.47058823529414,0.9307706630012229,0.06273462956726082
1049,0.6,1.21,146.4,170.0,0.5354,520.02,41.4,fair,518.8235294117648,1.0,65.12841979974144,43.529411764705856,400.0,1.0,127.35545470250253,118.82352941176475,0.8716196533427345,0.0709142590076846
1050,0.6,1.47,175.5,86.7,0.4881,516.7,42.17,fair,516.4705882352941,1.0,73.06157037705819,51.76470588235293,400.0,1.0,121.1472047613982,116.47058823529414,0.8865186670648154,0.08179502053723514
1051,1.5,0.89,104.3,175.1,0.4557,515.89,42.51,fair,518.8235294117648,1.0,81.01143248305556,48.23529411764713,400.0,1.0,120.15211372077265,118.82352941176475,0.952435739534722,0.11853241085667417
1052,0.6,0.7,168.2,153.3,0.7548,516.99,28.0,excellent,515.2941176470588,1.0,43.672913159338464,27.058823529411825,400.0,1.0,128.3004544707686,115.29411764705878,0.8328357911808634,0.06040463395261716
1053,1.11,0.73,156.2,86.0,0.8388,512.37,26.93,excellent,510.5882352941177,1.0,39.432497412247734,24.705882352941217,400.0,1.0,121.07284814775936,110.58823529411768,0.8118472176558377,0.02505027316230331
1054,1.3,0.61,154.9,219.7,0.4422,517.22,43.89,fair,517.6470588235294,1.0,75.80703937952978,49.411764705882376,400.0,1.0,124.79923989757552,117.64705882352939,0.9244676886612037,0.09906411895405871
1055,0.9,1.4,159.6,194.8,0.5887,517.22,32.87,fair,518.8235294117648,1.0,52.50946287408587,34.11764705882348,400.0,1.0,118.61922431731885,118.82352941176475,0.9311327205152644,0.06365189575140093
1056,2.07,0.87,102.2,242.5,0.3888,512.33,48.5,poor,509.4117647058824,1.0,85.77792707628102,56.4705882352942,400.0,1.0,110.7836982515367,109.41176470588238,0.7896274421885335,0.09481338058153525
1057,1.35,1.32,141.8,233.6,0.92,513.54,22.3,excellent,514.1176470588235,1.0,35.61775882799585,22.35294117647061,400.0,1.0,120.17431906857198,114.11764705882354,0.9441806893481935,0.04736216791852973
1058,0.76,0.83,153.6,136.7,0.8699,514.58,23.14,excellent,515.2941176470588,1.0,35.93707624937199,22.35294117647061,400.0,1.0,120.8159052011047,115.29411764705878,0.9516590802706657,0.03816131360661586
1059,0.6,1.09,110.0,103.3,0.4867,516.41,42.02,fair,518.8235294117648,1.0,72.153923945926,49.41176470588243,400.0,1.0,123.2077171566274,118.82352941176475,0.9673738293502583,0.0979364861452271
1060,0.97,1.22,167.9,65.5,0.7267,516.37,30.49,good,515.2941176470588,1.0,47.664071252336576,31.764705882352985,400.0,1.0,120.94029603345744,115.29411764705878,0.8591695421194083,0.06801378926792487
